order,id,date,time,title,url,visitCount,typedCount,transition
51,19992,6/17/2026,2:21:01,external gpu thunderbolt 5 - Google Shopping,https://www.google.com/search?q=external+gpu+thunderbolt+5&sca_esv=ec2bff8bd1e2ef21&biw=1758&bih=1276&udm=28&sxsrf=ANbL-n62wlpXOJ_lg20ccQNYd3wqwp9VXQ%3A1781626544504&shopmd=1&ei=sHYxatSaHqK2rfcP5v3ziQ0&oq=external+GPU+thun&gs_lp=Ehlnd3Mtd2l6LW1vZGVsZXNzLXNob3BwaW5nIhFleHRlcm5hbCBHUFUgdGh1bioCCAIyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB5IzkdQ6AxYojFwBHgBkAEAmAGuAaABsQmqAQMwLji4AQHIAQD4AQGYAgegAvYFwgIKEAAYRxjWBBiwA8ICChAAGIAEGIoFGEOYAwCIBgGQBgiSBwMyLjWgB9kcsgcDMC41uAfsBcIHAzktN8gHhox4gAgB&sclient=gws-wiz-modeless-shopping#ip=1&sv=CAYSxwcSABosMmFoVUtFd2k0LU1hU2xZeVZBeFU1WU9zSUhZQkZLXzBRZ2kxNkJBZzdFQjQi4QYKEzc5NDgxMDA5MjQ3OTQ0MDQ1NDYSEzc5ODExOTc1NjQ4MjA1OTQ2MjMaEzM0NDEyMzYxOTgzOTcwOTc0NTYiFDE2MzMwNjgwNjE2NDY3NDQ3MTQwKgAyEzIzNTY2NjcwNjA1OTc4NTA2OTM6EjU3NjQ2Mjg3NTQ0NTg5MzU0N0oCaGdSMlBDXzIzNTY2NjcwNjA1OTc4NTA2OTN8UFJPRF9QQ18yMzU2NjY3MDYwNTk3ODUwNjkzYgBqAIoBAKABA7ABAMIBAMoBANoBAOIBAOoBOU1JTklTRk9SVU0gREVHMiBlR1BVIERvY2sgT0N1TGluayBVbHRyYWJvb2tzIGFuZCBNaW5pIFBDc_ABAPoBAJICANoClARFb3dEQ3N3Q1FVMXVNeTE1VkZwQ00zWllWVXhOUW1FNGEya3lORXhHU2tSaFdXUTFhMjF3Vms5UFkyRlFOR05NWVY4elUwTm5iemxHU0ZWcmVETk1NR3hPWTBsblgyeEtSVlJ5TVMxMFdVNVlTRzlrU2t4TmIyWmtZVWhIVFRScmR6YzBTVUUwVkRkVlMyMXZRV3B5YVRoSVRHSkJPVVJDZEdKcGFHbFFkRk5mUVd0NE9FOTJVMDF4WDFwZlMxZDJkRlZmV1dKZmNuaE1RemxwVWpoeVlYSk9keTFDVW5neVRtTnNRbFpZWlRKb2NURjRTMnBVU1c0d1FuSm9NV1psWmtvMFRuVnNOa0p5Ym5CVFNHVkNZWGhrT0dzelExOUNTMDR0UjFZMVp6bGFUWGxhU0VkRE5ITTNaR2x6TkV0c01sQk5kbkpFTmpGWE1UUjNRM0ZzV0dkNk0zbFhVR2cyWVRJM1dXTjBUVVZFVVcwMFRVTjRkMFZCUW14YWJUUjZSbVE1UTJWSFQxRnJPVkIwV0UxMVJXMUZaRzFTY2pGQmREWllTMGwyTjBkbU5rWmhNSEZ2V2xsRU56Qk1kelpoTjFBU0YzcFlZM2hoZG1wa1RqZHVRWEptWTFCblNYVjBObEU0R2lKQlNrdE1SbTFLVXpoR2RWaGtMVkl5VWxSV01UZEZjakJQWkZZNGVIVkNjak5S4gIwQUtQT3IxUlJ5WTRYb2g4dnZMekdXRGJPTmxjdU9iNWc1ZzoxNzgxNjI2ODMwNDQ0MABCLTJhaFVLRXdpNC1NYVNsWXlWQXhVNVlPc0lIWUJGS18wUXJvZ0dlZ1FJT3hBUkgAIIXKzdsGSggQAhgBIAEoAQ,1,0,link
52,19991,6/17/2026,2:20:53,external gpu thunderbolt 5 - Google Shopping,https://www.google.com/search?q=external+gpu+thunderbolt+5&sca_esv=ec2bff8bd1e2ef21&biw=1758&bih=1276&udm=28&sxsrf=ANbL-n62wlpXOJ_lg20ccQNYd3wqwp9VXQ%3A1781626544504&shopmd=1&ei=sHYxatSaHqK2rfcP5v3ziQ0&oq=external+GPU+thun&gs_lp=Ehlnd3Mtd2l6LW1vZGVsZXNzLXNob3BwaW5nIhFleHRlcm5hbCBHUFUgdGh1bioCCAIyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB5IzkdQ6AxYojFwBHgBkAEAmAGuAaABsQmqAQMwLji4AQHIAQD4AQGYAgegAvYFwgIKEAAYRxjWBBiwA8ICChAAGIAEGIoFGEOYAwCIBgGQBgiSBwMyLjWgB9kcsgcDMC41uAfsBcIHAzktN8gHhox4gAgB&sclient=gws-wiz-modeless-shopping#ip=1,1,0,link
53,19990,6/17/2026,2:20:29,external gpu thunderbolt 5 - Google Shopping,https://www.google.com/search?q=external+gpu+thunderbolt+5&sca_esv=ec2bff8bd1e2ef21&biw=1758&bih=1276&udm=28&sxsrf=ANbL-n62wlpXOJ_lg20ccQNYd3wqwp9VXQ%3A1781626544504&shopmd=1&ei=sHYxatSaHqK2rfcP5v3ziQ0&oq=external+GPU+thun&gs_lp=Ehlnd3Mtd2l6LW1vZGVsZXNzLXNob3BwaW5nIhFleHRlcm5hbCBHUFUgdGh1bioCCAIyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB5IzkdQ6AxYojFwBHgBkAEAmAGuAaABsQmqAQMwLji4AQHIAQD4AQGYAgegAvYFwgIKEAAYRxjWBBiwA8ICChAAGIAEGIoFGEOYAwCIBgGQBgiSBwMyLjWgB9kcsgcDMC41uAfsBcIHAzktN8gHhox4gAgB&sclient=gws-wiz-modeless-shopping,1,0,form_submit
54,19989,6/17/2026,2:20:06,external GPU - Google Shopping,https://www.google.com/search?q=external+GPU&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n4gj0AErZaKx1kXDzQLU-XwhnQdhQ:1781626515775&source=univ&udm=28&ved=1t:6869&ictx=111&biw=1758&bih=1276&dpr=2#ip=1&sv=CAYS6gUSABosMmFoVUtFd2pVc3JxS2xJeVZBeFVpVy1zSUhlYi1QTkVRZ2kxNkJBZ29FQkEihAUKFDExNjQzMDc4NjU0OTY5NTY2Mzc3GhM1NTQ0NzAyOTg1NzcxMDA4MDYyIhM1NTQ0NzAyOTg1NzcxMDA4MDYySgJoZ1IAoAET6gGPAUV4dGVybmFsIEdQVSBEb2NrIFN0YXRpb24sIFVTQjQuMCA0MEdicHMgR1BVIEVuY2xvc3VyZSB3aXRoIFRCIFJKNDUgTS4yIE5WTWUgSW50ZXJmYWNlLCBMYXB0b3AgR3JhcGhpY3MgQ2FyZCBFeHRlbnNpb24gQnJhY2tldCwgQVRYL1NGWCBTdXBwb3J08AEAggIBMNoC6gJFb3dDQ3N3QlFVMXVNeTE1VTJScWRHeExSRVZXUlVaU1RGcEdZbGxsVFV0YWFEQk9NVFl4ZUY5VWJrRkJWbXhDVkZSME4zbEpPVzVEUW5ScVVHRTNUSFkxTkhKMWREbFRWbTVrTjJJM1JsUnhYMTlqZDB0eVVuaGpibFEwU0hoMFVuQkdMV1ZzZVdSNWR6Wm1UMnhNTkRSSGEwbFdSMUJzV25aT2JWVkVNREkxVTBSTU1IZ3dlWEoyWW1kWU5XbElhM0k0VFVkRk9FSjJZWEpETkVOUGNWWXljVkp3WXpCSVVYSkdabk5VUkdrdGVsTm9kemd0Y0c1S2ExRnVRbXBWVFc1R1pXWjJWMGh3VVZKVlJVNUlTVjh3RWhkelNGbDRZWFJUWVVoeFN6SnlabU5RTlhZemVtbFJNQm9pUVVwTFRFWnRURzR5WkY5S2VXWmpSMVpyWm5BMmExWTVibkZKU1RkdWVrNWtVUeICMEFLUE9yMVJxalR4Um5yZmlJcHVOeUNXd0UzZFRBd0h0QXc6MTc4MTYyNjU0NDk3NDAAQi0yYWhVS0V3alVzcnFLbEl5VkF4VWlXLXNJSGViLVBORVFyb2dHZWdRSUtCQUZIACCLj-SrCEoIEAIYASABKAE,1,0,link
55,19988,6/17/2026,2:19:41,external GPU - Google Shopping,https://www.google.com/search?q=external+GPU&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n4gj0AErZaKx1kXDzQLU-XwhnQdhQ:1781626515775&source=univ&udm=28&ved=1t:6869&ictx=111&biw=1758&bih=1276&dpr=2#sv=CAYS6gUSABosMmFoVUtFd2pVc3JxS2xJeVZBeFVpVy1zSUhlYi1QTkVRZ2kxNkJBZ29FQkEihAUKFDExNjQzMDc4NjU0OTY5NTY2Mzc3GhM1NTQ0NzAyOTg1NzcxMDA4MDYyIhM1NTQ0NzAyOTg1NzcxMDA4MDYySgJoZ1IAoAET6gGPAUV4dGVybmFsIEdQVSBEb2NrIFN0YXRpb24sIFVTQjQuMCA0MEdicHMgR1BVIEVuY2xvc3VyZSB3aXRoIFRCIFJKNDUgTS4yIE5WTWUgSW50ZXJmYWNlLCBMYXB0b3AgR3JhcGhpY3MgQ2FyZCBFeHRlbnNpb24gQnJhY2tldCwgQVRYL1NGWCBTdXBwb3J08AEAggIBMNoC6gJFb3dDQ3N3QlFVMXVNeTE1VTJScWRHeExSRVZXUlVaU1RGcEdZbGxsVFV0YWFEQk9NVFl4ZUY5VWJrRkJWbXhDVkZSME4zbEpPVzVEUW5ScVVHRTNUSFkxTkhKMWREbFRWbTVrTjJJM1JsUnhYMTlqZDB0eVVuaGpibFEwU0hoMFVuQkdMV1ZzZVdSNWR6Wm1UMnhNTkRSSGEwbFdSMUJzV25aT2JWVkVNREkxVTBSTU1IZ3dlWEoyWW1kWU5XbElhM0k0VFVkRk9FSjJZWEpETkVOUGNWWXljVkp3WXpCSVVYSkdabk5VUkdrdGVsTm9kemd0Y0c1S2ExRnVRbXBWVFc1R1pXWjJWMGh3VVZKVlJVNUlTVjh3RWhkelNGbDRZWFJUWVVoeFN6SnlabU5RTlhZemVtbFJNQm9pUVVwTFRFWnRURzR5WkY5S2VXWmpSMVpyWm5BMmExWTVibkZKU1RkdWVrNWtVUeICMEFLUE9yMVJxalR4Um5yZmlJcHVOeUNXd0UzZFRBd0h0QXc6MTc4MTYyNjU0NDk3NDAAQi0yYWhVS0V3alVzcnFLbEl5VkF4VWlXLXNJSGViLVBORVFyb2dHZWdRSUtCQUZIACCLj-SrCEoIEAIYASABKAE,1,0,link
56,19982,6/17/2026,2:19:41,external GPU - Google Shopping,https://www.google.com/search?q=external+GPU&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n4gj0AErZaKx1kXDzQLU-XwhnQdhQ:1781626515775&source=univ&udm=28&ved=1t:6869&ictx=111&biw=1758&bih=1276&dpr=2,2,0,link
57,12973,6/17/2026,2:18:17,Gaming Laptops - PBTech.com/au,https://www.pbtech.com/au/category/computers/laptops/gaming-laptops,19,0,link
58,12920,6/17/2026,2:18:09,"Laptops / Notebooks, Amazingly Low Prices - PBTech.com/au",https://www.pbtech.com/au/category/computers/laptops,22,0,link
59,19987,6/17/2026,2:18:05,Refurbished Laptops - PBTech.com/au,https://www.pbtech.com/au/category/computers/laptops/off-lease-laptops?o=highest_price,3,0,link
60,19987,6/17/2026,2:18:04,Refurbished Laptops - PBTech.com/au,https://www.pbtech.com/au/category/computers/laptops/off-lease-laptops?o=highest_price,3,0,link
61,19986,6/17/2026,2:18:00,Refurbished Laptops - PBTech.com/au,https://www.pbtech.com/au/category/computers/laptops/off-lease-laptops,3,0,link
62,12963,6/17/2026,2:17:55,"Laptops / Notebooks, Amazingly Low Prices - PBTech.com/au",https://www.pbtech.com/au/category/computers/laptops/shop-all,12,0,link
63,12963,6/17/2026,2:17:54,"Laptops / Notebooks, Amazingly Low Prices - PBTech.com/au",https://www.pbtech.com/au/category/computers/laptops/shop-all,12,0,link
64,12964,6/17/2026,2:17:41,"Laptops / Notebooks, Amazingly Low Prices - PBTech.com/au",https://www.pbtech.com/au/category/computers/laptops/shop-all?fs=1357088,11,0,link
65,12920,6/17/2026,2:17:25,"Laptops / Notebooks, Amazingly Low Prices - PBTech.com/au",https://www.pbtech.com/au/category/computers/laptops,22,0,link
66,12965,6/17/2026,2:17:23,Buy Computers & Tablets Online - PBTech.com/au,https://www.pbtech.com/au/category/computers,11,0,link
67,14888,6/17/2026,2:17:00,Razer Store - Shop PC Gaming Components and Gaming Gear at PB Tech - PBTech.com/au,https://www.pbtech.com/au/brand/razer,3,0,link
68,19985,6/17/2026,2:16:18,Buy the Razer Core X V2 Thunderbolt 5 External Graphics Card Enclosure for... ( RC21-02270200-R3M1 ) online - PBTech.com/au,https://www.pbtech.com/au/product/ENCRAZ2270200/Razer-Core-X-V2-Thunderbolt-5-External-Graphics-Ca?srsltid=AfmBOorvVcVrvd9Adqbs92gPj1R-tyYvUxFVE1u719wgWMv8v6_u_twXVGA,2,0,link
69,19984,6/17/2026,2:16:17,Buy the Razer Core X V2 Thunderbolt 5 External Graphics Card Enclosure for... ( RC21-02270200-R3M1 ) online - PBTech.com/au,https://www.pbtech.com/au/product/ENCRAZ2270200?srsltid=AfmBOorvVcVrvd9Adqbs92gPj1R-tyYvUxFVE1u719wgWMv8v6_u_twXVGA,1,0,link
70,19983,6/17/2026,2:16:07,external GPU - Google Shopping,https://www.google.com/search?q=external+GPU&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n4gj0AErZaKx1kXDzQLU-XwhnQdhQ:1781626515775&source=univ&udm=28&ved=1t:6869&ictx=111&biw=1758&bih=1276&dpr=2#sv=CAYStwcSABosMmFoVUtFd2pVc3JxS2xJeVZBeFVpVy1zSUhlYi1QTkVRZ2kxNkJBZ3BFQkUi0QYKFDE0NDU4MjMwMzUzMzg0NjE4MDE0EhM3MjQ5ODg0MDgyNTM3NTcwNDc1GhQxMDg5MTc4Mjc4MjgwODI5NDI1MiIUMTI3NTI1NTExNTQ1MTk4MDM3MjkyFDEyNzc4NjcxMzI2NTYxODk4NjAwOhI1NzY0NjI4MjcyNTU5NDQ5NDNKAmhnUjRQQ18xMjc3ODY3MTMyNjU2MTg5ODYwMHxQUk9EX1BDXzEyNzc4NjcxMzI2NTYxODk4NjAwoAET6gErUmF6ZXIgQ29yZSBYIFYyIEV4dGVybmFsIEdyYXBoaWNzIEVuY2xvc3VyZfABAIICFDE1MzcxMzMwMzUxMTAwMzUyOTY32gKUBEVvd0RDc3dDUVUxdU15MTVVbFowYUc1ZlNIVmpaSEJYVG5wclkzcFJPQzFIYzJKdFJFbzVTamt0WVRRMVZXdE9ORGc1VUd0Wk9XOW9Xbk5hY3kxUlRtMHRNM1Z2TjJkZmNrOWlTRmxvWWxsTVdHOVhhRXczVVVKWmVIaENTMGhhT0d4Q1dESmlUMWx5TFZCUk5IaGtMVzlyTUZGSlZWbFliRjlmYlRSRk5rbFdWV1JCVG5GMGRIbHFhbHBJV1U1V2RFOHdiMnR6YkRWTmIwcHZjblYxVGpOWmNscEtZWGRtUWxCeVJWUlhZbVJLTlRsYVYwUTRPR1phVVd4WGNIUXhjRmsyYlY5VWVFUnFiMkZEUVVkVWVWOWtRMHRSVm5aWGMxZGlVR1ZGT1MxeVFsWkVjR3hmWVZoUFF6WnFVek5KTFhCV1YycGlUbWM1YVhOelMycFphblJQZWt4blRpMVJXV0ZxY0hJMmVVTlVlWFpVV2xaaGJsaE1Xa1J0UWs5eVEyRTVjWEIyYTJOcE5sSkZSblV5VVVFM2VtVlJXQzF3WVVjMVNsVkJTSFpGWWpsbWVYTTNjV0ZYT0haQ1NtOTBlalFTRjNOSVdYaGhkRk5oU0hGTE1uSm1ZMUExZGpONmFWRXdHaUpCU2t0TVJtMUpRMHMyZVRkRE5rdFpTRGhLYVZWRVVFNXBTblpmVVVaWFVIWkLiAjBBS1BPcjFRQnlLSEZxVjc5Y0ZaY09xQkxMX3FzbEgyYmpROjE3ODE2MjY1NDQ5NjkwAEItMmFoVUtFd2pVc3JxS2xJeVZBeFVpVy1zSUhlYi1QTkVRcm9nR2VnUUlLUkFGSAAgv62F7Q5KCBACGAEgASgB,1,0,link
71,19982,6/17/2026,2:15:44,external GPU - Google Shopping,https://www.google.com/search?q=external+GPU&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n4gj0AErZaKx1kXDzQLU-XwhnQdhQ:1781626515775&source=univ&udm=28&ved=1t:6869&ictx=111&biw=1758&bih=1276&dpr=2,2,0,link
72,19981,6/17/2026,2:15:15,extyernal GPU - Google Search,https://www.google.com/search?q=extyernal+GPU&sca_esv=ec2bff8bd1e2ef21&sxsrf=ANbL-n44qtR6WPaVUbi8XFr98eUCbDnsng%3A1781626503483&ei=h3Yxavb5HMe1rfcP8uD6uAY&biw=1758&bih=1276&ved=0ahUKEwi22fL2k4yVAxXHWusIHXKwHmcQ4dUDCBI&uact=5&oq=extyernal+GPU&gs_lp=Egxnd3Mtd2l6LXNlcnAiDWV4dHllcm5hbCBHUFUyDRAAGIAEGA0YsQMYgwEyBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA1IqSpQ-AxY2iRwBHgBkAEAmAHUAaAB2BCqAQYwLjEyLjG4AQPIAQD4AQGYAhGgAqgRwgIKEAAYRxjWBBiwA8ICDRAAGIAEGIoFGEMYsAPCAgQQIxgnwgIKECMYngYY8AUYJ8ICChAAGIAEGIoFGEPCAgoQIxjwBRieBhgnwgIHECMYsQIYJ8ICCxAAGIAEGIoFGJECwgIOEAAYgAQYigUYkQIYsQPCAgUQABiABMICDxAAGIAEGAoYCxixAxiDAcICDBAAGIAEGAoYCxixA8ICERAAGIAEGIoFGJECGLEDGIMBwgIQEAAYgAQYigUYChixAxiDAcICCRAAGIAEGAoYC8ICChAAGIAEGA0YsQOYAwCIBgGQBgqSBwY0LjEyLjGgB7losgcGMC4xMi4xuAeXEcIHBjAuMS4xNsgHQIAIAQ&sclient=gws-wiz-serp,1,0,form_submit
73,19980,6/17/2026,2:15:03,ROG XG Mobile - Google Search,https://www.google.com/search?q=ROG+XG+Mobile&sourceid=chrome&ie=UTF-8,1,0,link
74,9839,6/17/2026,2:14:18,HP Laptops - Lightweight & Portable - Shop HP.com Australia,https://www.hp.com/au-en/shop/laptops-tablets.html,6,0,link
75,19979,6/17/2026,2:13:38,ROG Zephyrus Duo (2026) GX651 | ROG Zephyrus | Gaming Laptops｜ROG - Republic of Gamers｜ROG Australia,https://rog.asus.com/au/laptops/rog-zephyrus/rog-zephyrus-duo-2026/,1,0,link
76,10009,6/17/2026,2:12:27,ASUS Online Store,https://www.asus.com/au/store/,15,0,link
77,11422,6/17/2026,2:12:16,All series｜Workstations｜ASUS Australia,https://www.asus.com/au/displays-desktops/workstations/all-series/filter/,2,0,link
78,18177,6/17/2026,2:12:04,ProArt｜Laptops｜ASUS Australia,https://www.asus.com/au/laptops/for-creators/proart/,2,0,link
79,10145,6/17/2026,2:11:53,Laptops For Creators - All series｜ASUS Australia,https://www.asus.com/au/laptops/for-creators/all-series/,4,0,link
80,19978,6/17/2026,2:11:36,ROG XG Mobile | ASUS Store,https://au.store.asus.com/rog-xg-mobile-external-graphics-gc34.html,1,0,link
81,12076,6/17/2026,2:11:05,ASUS TUF Gaming A14 FA401EA-RG007W Laptop | Buy Online at ASUS Store (AU) this EOFY Sale | ASUS Store,https://au.store.asus.com/asus-tuf-a14-fa401ea-rg007w-gaming-laptop.html,3,0,link
82,19977,6/17/2026,2:10:46,ASUS EOFY Sale Deals｜ASUS Australia,https://www.asus.com/au/deals/asus-eofy-deals/,1,0,link
83,10009,6/17/2026,2:10:26,ASUS Online Store,https://www.asus.com/au/store/,15,0,link
84,10009,6/17/2026,2:10:22,ASUS Online Store,https://www.asus.com/au/store/,15,0,link
85,19976,6/17/2026,2:10:13,Education Store | ASUS Special offers | ASUS Australia,https://special-offers.asus.com/au/edu/success/,1,0,form_submit
86,19974,6/17/2026,2:09:54,Education Store | ASUS Special offers | ASUS Australia,https://special-offers.asus.com/au/edu/preview/,1,0,form_submit
87,17669,6/17/2026,2:09:12,Education Store Apply for | ASUS Special offers | ASUS Australia,https://special-offers.asus.com/au/edu/application/,3,0,link
88,17671,6/17/2026,2:09:04,Education Store | ASUS Special offers | ASUS Australia,https://special-offers.asus.com/au/edu/introduction/,4,0,link
89,17674,6/17/2026,2:08:48,Account Login,https://account.asus.com/au/loginform.aspx?returnUrl=https%3A%2F%2Fspecial-offers.asus.com%2Fau%2Fedu%2Fintroduction%2F&id=FdRmqrAYG8zVWXE9VtiJkg%3D%3D,2,0,link
90,17676,6/17/2026,2:08:48,,https://account.asus.com/au/loginform.aspx?returnUrl=https%3a%2f%2fspecial-offers.asus.com%2fau%2fedu%2fintroduction%2f&id=FdRmqrAYG8zVWXE9VtiJkg%3d%3d,2,0,form_submit
91,17677,6/17/2026,2:08:47,Education Store | ASUS Special offers | ASUS Australia,https://special-offers.asus.com/au/edu/introduction/#sso_introduction,2,0,link
92,17671,6/17/2026,2:08:41,Education Store | ASUS Special offers | ASUS Australia,https://special-offers.asus.com/au/edu/introduction/,4,0,link
93,19969,6/17/2026,2:08:38,asus student discount - Google Search,https://www.google.com/search?q=asus+student+discount&oq=asus+student+discount&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDYwODdqMGo0qAIAsAIB&sourceid=chrome&ie=UTF-8,1,0,generated
94,19968,6/17/2026,2:08:25,Price reduced by AU $149.90 - nishantdougall@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox/FMfcgzQgMMHMQcKrNBkQRdhcFbsRLfsr,1,0,link
95,139,6/17/2026,2:07:54,"Inbox (4,148) - nishantdougall@gmail.com - Gmail",https://mail.google.com/mail/u/0/#inbox,81,0,link
96,19966,6/17/2026,2:07:34,EOFY Price Drop: Laptops from $699 - nishantdougall@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox/FMfcgzQgMVbSsdfZQRSnClpxlvcdpDvV?compose=new,1,0,link
97,19965,6/17/2026,2:07:33,"HP 15.6 inch Laptop 15-fc0822AU, Black - 15.6-inch (D6MY6PA) - Shop HP.com Australia",https://www.hp.com/au-en/shop/hp-laptop-15-fc0822au-d6my6pa.html?utm_source=BSL&utm_medium=email&utm_campaign=AU_4660828_20260616&et_rid=23156AF567978BAFE5154601B9053527&et_cid=4660828&utm_id=AU_4660828_20260616&jumpid=em_AU_en_BSL_AU_4660828_20260616&&att1=&hid=95b1bb870eee5a3c565c4bb96e33cb8ab79302757355fba44863e6d46a722c90,1,0,link
98,139,6/17/2026,2:06:55,"Inbox (4,148) - nishantdougall@gmail.com - Gmail",https://mail.google.com/mail/u/0/#inbox,81,0,link
99,19865,6/17/2026,2:06:50,"Your tracked flight to Manchester is now A$2,926 (was A$1,933) - nishantdougall@gmail.com - Gmail",https://mail.google.com/mail/u/0/#inbox/FMfcgzQgMVbTVlCVMSpFHdFNGVhpxjfg,1,0,link
100,139,6/17/2026,2:06:26,"Inbox (4,148) - nishantdougall@gmail.com - Gmail",https://mail.google.com/mail/u/0/#inbox,81,0,link
101,139,6/17/2026,2:06:26,"Inbox (4,148) - nishantdougall@gmail.com - Gmail",https://mail.google.com/mail/u/0/#inbox,81,0,link
102,838,6/17/2026,2:06:24,Gmail,https://mail.google.com/mail/u/0/,58,0,link
103,119,6/17/2026,2:06:23,Bitwarden,chrome-extension://nngceckbapebfimnlniiiahkandclblb/popup/index.html?uilocation=popout&singleActionPopout=auth_unlockExtension#/lock,11,0,link
104,120,6/17/2026,2:06:23,Bitwarden,chrome-extension://nngceckbapebfimnlniiiahkandclblb/popup/index.html?uilocation=popout&singleActionPopout=auth_unlockExtension,11,0,link
105,838,6/17/2026,2:06:18,Gmail,https://mail.google.com/mail/u/0/,58,0,auto_toplevel
106,19862,6/17/2026,2:06:18,Gmail,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&dsh=S-1356488317%3A1781625978771686&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&osid=1&passive=1209600&service=mail&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AcDsRvwe1SMbgTwrwdmA8e88QX5d3K7YdmzNfEfYr3r-micNFguHoK36ngv9Co0dgE80ifWHLD3aNg,1,0,auto_toplevel
107,19866,6/17/2026,2:01:42,Instant Data Scraper - Chrome Web Store,https://chromewebstore.google.com/detail/instant-data-scraper/ofaokhiedipichpaobibbnahnkdoiiah?hl=en-GB&utm_source=ext_sidebar,1,0,link
108,19867,6/17/2026,2:01:32,Ebay Reviews Scraper and Exporter | Ecomstal - Chrome Web Store,https://chromewebstore.google.com/detail/ebay-reviews-scraper-and/hgemjnlpeldohbcgogdklcnomknhbbjn?hl=en-GB&utm_source=ext_sidebar,1,0,link
109,19868,6/17/2026,2:01:08,Chrome Web Store - search results,https://chromewebstore.google.com/search/scrape%20ebay?hl=en-GB&utm_source=ext_sidebar,1,0,link
110,19869,6/17/2026,2:00:46,Export Chrome History - Chrome Web Store,https://chromewebstore.google.com/detail/export-chrome-history/dihloblpkeiddiaojbagoecedbfpifdj?hl=en-GB&utm_source=ext_sidebar,1,0,link
111,19870,6/17/2026,2:00:36,Chrome Web Store - search results,https://chromewebstore.google.com/search/Export%20History?hl=en-GB&utm_source=ext_sidebar,2,0,link
112,19870,6/17/2026,2:00:35,Chrome Web Store - search results,https://chromewebstore.google.com/search/Export%20History?hl=en-GB&utm_source=ext_sidebar,2,0,link
113,16136,6/17/2026,2:00:29,Chrome Web Store - Extensions,https://chromewebstore.google.com/category/extensions?utm_source=ext_sidebar&hl=en-GB&pli=1,2,0,link
114,19872,6/17/2026,1:57:52,Update Google Chrome - Computer - Google Chrome Help,https://support.google.com/chrome/answer/95414?sjid=7199910289676916764-NC#zippy=%2Ccheck-for-updates-on-windows-mac-linux-or-chromebook%2Cmac,1,0,link
115,19873,6/17/2026,1:57:48,Update Google Chrome - Computer - Google Chrome Help,https://support.google.com/chrome/answer/95414?sjid=7199910289676916764-NC#zippy=%2Ccheck-for-updates-on-windows-mac-linux-or-chromebook,1,0,link
116,19874,6/17/2026,1:57:43,Update Google Chrome - Computer - Google Chrome Help,https://support.google.com/chrome/answer/95414?sjid=7199910289676916764-NC,1,0,link
117,19876,6/17/2026,1:57:35,Use Gemini in Chrome - Computer - Gemini Apps Help,https://support.google.com/gemini/answer/16283624?hl=en-AU&visit_id=639172221433104189-867649298&p=mws_gic_ga&rd=1,1,0,link
118,19877,6/17/2026,1:57:26,"Gemini in Chrome – AI assistance, right in your browser",https://gemini.google/overview/gemini-in-chrome/,1,0,link
119,6341,6/17/2026,1:56:57,careercopilot/docs/archive_legacy_reports/root_legacy/mui-components/TemplateSelector.tsx at aec216b4f993ca7cfbf25891b0d992210494b368 · okgoogle13/careercopilot · GitHub,https://github.com/okgoogle13/careercopilot/blob/aec216b4f993ca7cfbf25891b0d992210494b368/docs/archive_legacy_reports/root_legacy/mui-components/TemplateSelector.tsx#L15,7,0,link
120,6341,6/17/2026,1:56:57,careercopilot/docs/archive_legacy_reports/root_legacy/mui-components/TemplateSelector.tsx at aec216b4f993ca7cfbf25891b0d992210494b368 · okgoogle13/careercopilot · GitHub,https://github.com/okgoogle13/careercopilot/blob/aec216b4f993ca7cfbf25891b0d992210494b368/docs/archive_legacy_reports/root_legacy/mui-components/TemplateSelector.tsx#L15,7,0,link
